Selected GPU: cuda:0
Loading ImageNet dataset...
Number of classes:              1000
Original train size:            1281167
Original validation size:       50000
Using 128116 train samples  (10.0%)
Using 2500   val samples    (5.0%)
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_train.png
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_val.png
Total trainable parameters: 5,464,040

=== Epoch 1/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [770/1001] Loss: 6.2570  Batch Acc: 0.0078
  Batch [780/1001] Loss: 6.3394  Batch Acc: 0.0156
  Batch [790/1001] Loss: 6.2368  Batch Acc: 0.0156
  Batch [800/1001] Loss: 6.4102  Batch Acc: 0.0078
  Batch [810/1001] Loss: 6.2788  Batch Acc: 0.0000
  Batch [820/1001] Loss: 6.3194  Batch Acc: 0.0234
  Batch [830/1001] Loss: 6.1790  Batch Acc: 0.0234
  Batch [840/1001] Loss: 6.2496  Batch Acc: 0.0234
  Batch [850/1001] Loss: 6.3241  Batch Acc: 0.0000
  Batch [860/1001] Loss: 6.2049  Batch Acc: 0.0000
  Batch [870/1001] Loss: 6.2487  Batch Acc: 0.0234
  Batch [880/1001] Loss: 6.1146  Batch Acc: 0.0156
  Batch [890/1001] Loss: 6.3096  Batch Acc: 0.0078
  Batch [900/1001] Loss: 6.1304  Batch Acc: 0.0000
  Batch [910/1001] Loss: 6.2057  Batch Acc: 0.0156
  Batch [920/1001] Loss: 6.1087  Batch Acc: 0.0156
  Batch [930/1001] Loss: 6.1423  Batch Acc: 0.0078
  Batch [940/1001] Loss: 6.1835  Batch Acc: 0.0156
  Batch [950/1001] Loss: 6.1974  Batch Acc: 0.0234
  Batch [960/1001] Loss: 6.1728  Batch Acc: 0.0234
  Batch [970/1001] Loss: 6.3273  Batch Acc: 0.0000
  Batch [980/1001] Loss: 5.9973  Batch Acc: 0.0234
  Batch [990/1001] Loss: 6.2452  Batch Acc: 0.0312
  Batch [1000/1001] Loss: 6.3536  Batch Acc: 0.0156
  >> Epoch 1 Summary — Loss: 6.5157  Train Acc: 0.0094  Val Acc: 0.0176

=== Epoch 2/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [10/1001] Loss: 6.2846  Batch Acc: 0.0078
  Batch [20/1001] Loss: 6.1281  Batch Acc: 0.0078
  Batch [30/1001] Loss: 6.1472  Batch Acc: 0.0156
  Batch [40/1001] Loss: 6.1554  Batch Acc: 0.0234
